0 39.33 0.167
0.1 40.03 0.539
0.2 38.7 0.782
0.3 39 0.872
0.4 38.1 0.852
0.5 33.6 0.846
0.6 32.6 0.837
0.7 32.6 0.846
0.8 28.9 0.85
0.9 26.8 0.84
1.0 26.22 0.829
